unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,borough,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location
59905862,2024-01-02T06:52:33.000,DSNY,Illegal Dumping,Removal Request,Sidewalk,11208,295 CLEVELAND STREET,CLEVELAND STREET,ATLANTIC AVENUE,LIBERTY AVENUE,ATLANTIC AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,CLEVELAND STREET,BROOKLYN,1016094,186120,40.67747588868482,-73.88519489684678,"
,  
(40.67747588868482, -73.88519489684678)"
59905546,2024-01-02T06:52:15.000,DOT,Street Condition,Pothole,NA,11210,AVENUE L,AVENUE L,EAST   37 STREET,EAST   38 STREET,NA,NA,BLOCKFACE,BROOKLYN,NA,BROOKLYN,NA,NA,NA,NA,NA
59906124,2024-01-02T06:51:55.000,NYPD,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11377,50-22 72 STREET,72 STREET,DEAD END,51 AVENUE,DEAD END,51 AVENUE,ADDRESS,WOODSIDE,72 STREET,QUEENS,1014101,207704,40.73672576836303,-73.8922844356149,"
,  
(40.73672576836303, -73.8922844356149)"
59907173,2024-01-02T06:51:02.000,DSNY,Dirty Condition,Trash,Sidewalk,10309,1844 DRUMGOOLE ROAD EAST,DRUMGOOLE ROAD EAST,KOREAN VETS PARKWAY EXIT EB,IGROS COURT,KOREAN VETS PARKWAY EXIT EB,IGROS COURT,ADDRESS,STATEN ISLAND,DRUMGOOLE ROAD EAST,STATEN ISLAND,924689,131912,40.52854334461321,-74.21425308959003,"
,  
(40.52854334461321, -74.21425308959003)"
59908671,2024-01-02T06:50:54.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,89-02 91 STREET,91 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,91 STREET,QUEENS,1025031,190862,40.69045491812314,-73.85294626569423,"
,  
(40.69045491812314, -73.85294626569423)"
59931278,2024-01-02T06:50:48.000,DOT,Street Condition,Pothole,NA,10472,NA,NA,NA,NA,HUGH J GRANT CIRCLE,VIRGINIA AVENUE,INTERSECTION,BRONX,NA,BRONX,1022725,242668,40.83265918761328,-73.86096503838782,"
,  
(40.83265918761328, -73.86096503838782)"
59911067,2024-01-02T06:50:26.000,DSNY,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10012,666 BROADWAY,BROADWAY,BLEECKER STREET,BOND STREET,BLEECKER STREET,BOND STREET,ADDRESS,NEW YORK,BROADWAY,MANHATTAN,985531,204166,40.727065109224476,-73.99537825867849,"
,  
(40.727065109224476, -73.99537825867849)"
59904937,2024-01-02T06:49:55.000,NYPD,Noise - Residential,Loud Television,Residential Building/House,10453,2241 CRESTON AVENUE,CRESTON AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,ADDRESS,BRONX,CRESTON AVENUE,BRONX,1011482,251431,40.856752859501285,-73.90155761230223,"
,  
(40.856752859501285, -73.90155761230223)"
59917951,2024-01-02T06:49:49.000,DOT,Street Condition,Pothole,NA,11239,1155 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,FLATLANDS AVENUE,VANDALIA AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1016019,176742,40.65173564976063,-73.88550947903215,"
,  
(40.65173564976063, -73.88550947903215)"
59903302,2024-01-02T06:48:57.000,NYPD,Encampment,N/A,Subway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BROOKLYN,990308,171032,40.63611784225285,-73.9781730283878,"
,  
(40.63611784225285, -73.9781730283878)"
59901010,2024-01-02T06:48:30.000,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,WEST  239 STREET,WEST  239 STREET,HUDSON MANOR TERRACE,WEST  239 STREET,HUDSON MANOR TERRACE,WEST  239 STREET,INTERSECTION,NA,NA,BRONX,1007661,263516,40.889933414544615,-73.9153281089182,"
,  
(40.889933414544615, -73.9153281089182)"
59904504,2024-01-02T06:48:29.000,EDC,Noise - Helicopter,NYPD,Above Address,11106,35-20 24 STREET,24 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,ASTORIA,24 STREET,QUEENS,1002759,216129,40.759881274582206,-73.93318816228367,"
,  
(40.759881274582206, -73.93318816228367)"
59908034,2024-01-02T06:48:23.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3556 WEBSTER AVENUE,WEBSTER AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1020005,260179,40.880733022106995,-73.87070073268308,"
,  
(40.880733022106995, -73.87070073268308)"
59905361,2024-01-02T06:48:17.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11238,128 LEFFERTS PLACE,LEFFERTS PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,995590,187364,40.68094039931397,-73.9591145214202,"
,  
(40.68094039931397, -73.9591145214202)"
59910538,2024-01-02T06:48:02.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,1499 GRAND CONCOURSE,GRAND CONCOURSE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1008400,245651,40.84089744288062,-73.9127197070191,"
,  
(40.84089744288062, -73.9127197070191)"
59910655,2024-01-02T06:47:57.000,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10026,29 WEST  118 STREET,WEST  118 STREET,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,998954,231677,40.80256355200941,-73.94688901831891,"
,  
(40.80256355200941, -73.94688901831891)"
59904109,2024-01-02T06:47:48.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10470,251 EAST  236 STREET,EAST  236 STREET,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1020466,266508,40.89810223214479,-73.86899941306011,"
,  
(40.89810223214479, -73.86899941306011)"
59908626,2024-01-02T06:47:44.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2705 KINGS HIGHWAY,KINGS HIGHWAY,AVENUE O,EAST   28 STREET,AVENUE O,EAST   28 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,BROOKLYN,998886,163098,40.614330659487685,-73.94728370631006,"
,  
(40.614330659487685, -73.94728370631006)"
59909780,2024-01-02T06:47:39.000,DSNY,Dirty Condition,Trash,Sidewalk,10312,1466 DRUMGOOLE ROAD WEST,DRUMGOOLE ROAD WEST,NIPPON AVENUE,HUGUENOT AVENUE,NIPPON AVENUE,HUGUENOT AVENUE,ADDRESS,STATEN ISLAND,DRUMGOOLE ROAD WEST,STATEN ISLAND,930642,134672,40.5361569802037,-74.19286086384611,"
,  
(40.5361569802037, -74.19286086384611)"
59902021,2024-01-02T06:47:32.000,DSNY,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10014,283 BLEECKER STREET,BLEECKER STREET,JONES STREET,7 AVENUE SOUTH,JONES STREET,7 AVENUE SOUTH,ADDRESS,NEW YORK,BLEECKER STREET,MANHATTAN,983318,205922,40.73188494368708,-74.00336282160416,"
,  
(40.73188494368708, -74.00336282160416)"
59924539,2024-01-02T06:46:04.000,DOT,Street Condition,Pothole,NA,10472,NA,NA,NA,NA,BOYNTON AVENUE,EAST 173 STREET,INTERSECTION,BRONX,NA,BRONX,1017632,242961,40.83348410628512,-73.87936784529583,"
,  
(40.83348410628512, -73.87936784529583)"
59910193,2024-01-02T06:46:00.000,DOT,Street Light Condition,Street Light Out,NA,10473,820 BOYNTON AVENUE,BOYNTON AVENUE,LAFAYETTE AVE,STORY AVE,LAFAYETTE AVENUE,BOYNTON AVENUE,INTERSECTION,BRONX,NA,BRONX,1018534,237920,40.81964455597936,-73.87613406139727,"
,  
(40.81964455597936, -73.87613406139727)"
59904637,2024-01-02T06:45:49.000,DSNY,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10014,69 7 AVENUE SOUTH,7 AVENUE SOUTH,BLEECKER STREET,BARROW STREET,BLEECKER STREET,BARROW STREET,ADDRESS,NEW YORK,7 AVENUE SOUTH,MANHATTAN,983264,206064,40.7322746929856,-74.00355768400813,"
,  
(40.7322746929856, -74.00355768400813)"
59906232,2024-01-02T06:45:37.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11206,259 MESEROLE STREET,MESEROLE STREET,BUSHWICK PLACE,WATERBURY STREET,BUSHWICK PLACE,WATERBURY STREET,ADDRESS,BROOKLYN,MESEROLE STREET,BROOKLYN,1001481,197445,40.708600892622265,-73.93784920201396,"
,  
(40.708600892622265, -73.93784920201396)"
59910601,2024-01-02T06:45:30.000,HPD,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10457,270 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1011306,249466,40.85136006419715,-73.90220177401109,"
,  
(40.85136006419715, -73.90220177401109)"
59929980,2024-01-02T06:45:23.000,DOT,Street Condition,Pothole,NA,10472,1332 ELDER AVENUE,ELDER AVENUE,BRONX RIVER AVENUE,EAST  172 STREET,NA,NA,ADDRESS,BRONX,NA,BRONX,1017475,242390,40.83191746909244,-73.87993802184765,"
,  
(40.83191746909244, -73.87993802184765)"
59901098,2024-01-02T06:45:10.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11102,12-06 30 ROAD,30 ROAD,12 STREET,14 STREET,12 STREET,14 STREET,ADDRESS,ASTORIA,30 ROAD,QUEENS,1003138,219995,40.77049164084489,-73.93180922512722,"
,  
(40.77049164084489, -73.93180922512722)"
59903388,2024-01-02T06:45:09.000,DSNY,Dirty Condition,Trash,Sidewalk,10309,1896 DRUMGOOLE ROAD WEST,DRUMGOOLE ROAD WEST,PARKWOOD AVENUE,LENEVAR AVENUE,PARKWOOD AVENUE,LENEVAR AVENUE,ADDRESS,STATEN ISLAND,DRUMGOOLE ROAD WEST,STATEN ISLAND,926804,132985,40.531502468960404,-74.20665413688342,"
,  
(40.531502468960404, -74.20665413688342)"
59909094,2024-01-02T06:45:08.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11435,142-10 HOOVER AVENUE,HOOVER AVENUE,NA,NA,NA,NA,ADDRESS,JAMAICA,NA,QUEENS,1035238,199540,40.71422102330878,-73.81607485625346,"
,  
(40.71422102330878, -73.81607485625346)"
59931279,2024-01-02T06:44:45.000,DOT,Street Condition,Pothole,NA,10472,NA,NA,NA,NA,BRUCKNER BOULEVARD,PUGSLEY AVENUE,INTERSECTION,BRONX,NA,BRONX,1024061,240525,40.826771352990896,-73.85614993530012,"
,  
(40.826771352990896, -73.85614993530012)"
59908440,2024-01-02T06:44:38.000,NYPD,Illegal Parking,Paper License Plates,Street/Sidewalk,11357,149-39 SIXTH AVENUE,SIXTH AVENUE,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,WHITESTONE,6 AVENUE,QUEENS,1034710,229040,40.79519387029544,-73.81775807791364,"
,  
(40.79519387029544, -73.81775807791364)"
59910169,2024-01-02T06:44:32.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,10469,3314 BRONXWOOD AVENUE,BRONXWOOD AVENUE,DUNCAN STREET,BARTHOLDI STREET,DUNCAN STREET,BARTHOLDI STREET,ADDRESS,BRONX,BRONXWOOD AVENUE,BRONX,1022609,257580,40.87358864566981,-73.8612988965622,"
,  
(40.87358864566981, -73.8612988965622)"
59901998,2024-01-02T06:44:17.000,DSNY,Dirty Condition,Trash,Sidewalk,11235,3041 BRIGHTON SEVENTH STREET,BRIGHTON SEVENTH STREET,OCEAN VIEW AVENUE,BRIGHTON    8 STREET,OCEAN VIEW AVENUE,BRIGHTON    8 STREET,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,BROOKLYN,995092,150177,40.57887057968689,-73.96096976003591,"
,  
(40.57887057968689, -73.96096976003591)"
59905100,2024-01-02T06:44:10.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,BRONX,1010561,243449,40.8348474210791,-73.90491830085918,"
,  
(40.8348474210791, -73.90491830085918)"
59909745,2024-01-02T06:44:03.000,DSNY,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10013,169 HUDSON STREET,HUDSON STREET,LAIGHT STREET,VESTRY STREET,LAIGHT STREET,VESTRY STREET,ADDRESS,NEW YORK,HUDSON STREET,MANHATTAN,981976,202394,40.72220119959229,-74.00820380386116,"
,  
(40.72220119959229, -74.00820380386116)"
59904473,2024-01-02T06:43:46.000,DOHMH,Food Establishment,Letter Grading,Restaurant/Bar/Deli/Bakery,11375,69-12 AUSTIN STREET,AUSTIN STREET,NA,69 ROAD,NA,69 ROAD,ADDRESS,FOREST HILLS,AUSTIN STREET,QUEENS,1026234,202184,40.72152546672855,-73.84853773956988,"
,  
(40.72152546672855, -73.84853773956988)"
59929981,2024-01-02T06:43:43.000,DOT,Street Condition,Pothole,NA,10473,NA,NA,NA,NA,GILDERSLEEVE AVENUE,UNDERHILL AVENUE,INTERSECTION,BRONX,NA,BRONX,1023774,234078,40.80907746208192,-73.8572249263579,"
,  
(40.80907746208192, -73.8572249263579)"
59902272,2024-01-02T06:43:07.000,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11204,6213 20 AVENUE,20 AVENUE,62 STREET,63 STREET,62 STREET,63 STREET,ADDRESS,BROOKLYN,20 AVENUE,BROOKLYN,988637,164469,40.61810477251463,-73.98419790627919,"
,  
(40.61810477251463, -73.98419790627919)"
59909014,2024-01-02T06:42:38.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10467,2802 OLINVILLE AVENUE,OLINVILLE AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1020673,255065,40.8666939486137,-73.86831287842655,"
,  
(40.8666939486137, -73.86831287842655)"
59910746,2024-01-02T06:42:33.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11358,36-34 170 STREET,170 STREET,CROCHERON AVENUE,39 AVENUE,CROCHERON AVENUE,39 AVENUE,ADDRESS,FLUSHING,170 STREET,QUEENS,1040699,216946,40.76196289399268,-73.79622981614457,"
,  
(40.76196289399268, -73.79622981614457)"
59904100,2024-01-02T06:42:26.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,NA,NA,NA,NA,ADDRESS,STATEN ISLAND,NA,STATEN ISLAND,961374,163026,40.61411559192989,-74.08239506383015,"
,  
(40.61411559192989, -74.08239506383015)"
59911128,2024-01-02T06:42:20.000,DSNY,Vendor Enforcement,Food Vendor,Street,11372,82-02 ROOSEVELT AVENUE,ROOSEVELT AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,QUEENS,1016452,211683,40.74763887449676,-73.88378195184886,"
,  
(40.74763887449676, -73.88378195184886)"
59925881,2024-01-02T06:42:14.000,DOT,Street Condition,Pothole,NA,10473,119 HUSSON AVENUE,HUSSON AVENUE,CORNELL AVENUE,GILDERSLEEVE AVENUE,NA,NA,ADDRESS,BRONX,NA,BRONX,1025547,233828,40.808383172643495,-73.85082175511678,"
,  
(40.808383172643495, -73.85082175511678)"
59909268,2024-01-02T06:42:10.000,HPD,PLUMBING,TOILET,RESIDENTIAL BUILDING,10452,1314 NELSON AVENUE,NELSON AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1005377,245382,40.84016686634917,-73.92364594500656,"
,  
(40.84016686634917, -73.92364594500656)"
59901262,2024-01-02T06:42:03.000,NYPD,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10309,2600 VETERANS ROAD WEST,VETERANS ROAD WEST,W SHORE EXPRESSWAY ET    3 A SB,ENGLEWOOD AVENUE,W SHORE EXPRESSWAY ET    3 A SB,ENGLEWOOD AVENUE,ADDRESS,STATEN ISLAND,VETERANS ROAD WEST,STATEN ISLAND,921774,133718,40.53348041352887,-74.22475556409998,"
,  
(40.53348041352887, -74.22475556409998)"
59906527,2024-01-02T06:41:50.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10033,1530 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NA,NA,NA,NA,ADDRESS,NEW YORK,NA,MANHATTAN,1003279,249963,40.85274512984989,-73.93121522027636,"
,  
(40.85274512984989, -73.93121522027636)"
59923218,2024-01-02T06:41:17.000,DOT,Street Condition,Pothole,NA,10471,5040 INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,WEST  250 STREET,WEST  252 STREET,NA,NA,ADDRESS,BRONX,NA,BRONX,1008896,267168,40.899953624481704,-73.91084797457009,"
,  
(40.899953624481704, -73.91084797457009)"
59906856,2024-01-02T06:41:07.000,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,60 DRIVE,60 DRIVE,60 DRIVE,69 PLACE,60 DRIVE,69 PLACE,INTERSECTION,NA,NA,QUEENS,1014668,201942,40.72090856582613,-73.89026449833975,"
,  
(40.72090856582613, -73.89026449833975)"
59921952,2024-01-02T06:40:30.000,DOT,Street Condition,Pothole,NA,10471,5268 SYCAMORE AVENUE,SYCAMORE AVENUE,UNNAMED STREET,WEST  252 STREET,NA,NA,ADDRESS,BRONX,NA,BRONX,1008601,267724,40.90148048426703,-73.91191305547743,"
,  
(40.90148048426703, -73.91191305547743)"
59908398,2024-01-02T06:40:19.000,DSNY,Dirty Condition,Trash,Sidewalk,11206,111 VERNON AVENUE,VERNON AVENUE,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,VERNON AVENUE,BROOKLYN,998784,192421,40.694816033295105,-73.94758789881129,"
,  
(40.694816033295105, -73.94758789881129)"
59910272,2024-01-02T06:40:02.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10025,319 WEST   94 STREET,WEST   94 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   94 STREET,MANHATTAN,991128,228693,40.79438284298674,-73.97515965552397,"
,  
(40.79438284298674, -73.97515965552397)"
59902411,2024-01-02T06:39:58.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11206,284 MESEROLE STREET,MESEROLE STREET,BUSHWICK PLACE,WATERBURY STREET,BUSHWICK PLACE,WATERBURY STREET,ADDRESS,BROOKLYN,MESEROLE STREET,BROOKLYN,1001645,197460,40.70864174316273,-73.93725762896878,"
,  
(40.70864174316273, -73.93725762896878)"
59903353,2024-01-02T06:39:30.000,DSNY,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10025,314 WEST  104 STREET,WEST  104 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  104 STREET,MANHATTAN,992587,230915,40.800480372342086,-73.96988762384728,"
,  
(40.800480372342086, -73.96988762384728)"
59902392,2024-01-02T06:39:24.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11221,73 STOCKHOLM STREET,STOCKHOLM STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,STOCKHOLM STREET,BROOKLYN,1004919,193142,40.69678280830834,-73.92546183137607,"
,  
(40.69678280830834, -73.92546183137607)"
59908930,2024-01-02T06:39:18.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11418,87-13 125 STREET,125 STREET,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,ADDRESS,RICHMOND HILL,125 STREET,QUEENS,1032666,194515,40.70044306185126,-73.82538874334529,"
,  
(40.70044306185126, -73.82538874334529)"
59925882,2024-01-02T06:39:11.000,DOT,Street Condition,Pothole,NA,10453,ECHO PLACE,ECHO PLACE,EAST TREMONT AVENUE,GRAND CONCOURSE,NA,NA,BLOCKFACE,BRONX,NA,BRONX,NA,NA,NA,NA,NA
59902399,2024-01-02T06:39:09.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11228,7214 11 AVENUE,11 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,BROOKLYN,11 AVENUE,BROOKLYN,981370,166755,40.624379983807444,-74.01037481390269,"
,  
(40.624379983807444, -74.01037481390269)"
59910275,2024-01-02T06:38:31.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11226,1809 ALBEMARLE ROAD,ALBEMARLE ROAD,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,ALBEMARLE ROAD,BROOKLYN,994679,175012,40.64703801949483,-73.96241816637558,"
,  
(40.64703801949483, -73.96241816637558)"
59903510,2024-01-02T06:38:00.000,DEP,Water System,Hydrant Running (WC3),NA,10472,1049 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BLVD,WATSON AVE,NA,NA,ADDRESS,BRONX,NA,BRONX,1018181,239880,40.825025559036135,-73.87739951553888,"
,  
(40.825025559036135, -73.87739951553888)"
59908098,2024-01-02T06:38:00.000,DEP,Water System,No Water (WNW),NA,11220,6725 6 AVENUE,6 AVENUE,SENATOR ST,68 ST,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,979245,170080,40.633505462184196,-74.01803230705242,"
,  
(40.633505462184196, -74.01803230705242)"
59911113,2024-01-02T06:37:06.000,DSNY,Dirty Condition,Trash,Sidewalk,10309,2740 VETERANS ROAD WEST,VETERANS ROAD WEST,BRICKTOWN WAY,TYRELLAN AVENUE,BRICKTOWN WAY,TYRELLAN AVENUE,ADDRESS,STATEN ISLAND,VETERANS ROAD WEST,STATEN ISLAND,920434,131592,40.52763542064817,-74.2295561098871,"
,  
(40.52763542064817, -74.2295561098871)"
59910013,2024-01-02T06:37:03.000,NYPD,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11377,50-18 72 STREET,72 STREET,DEAD END,51 AVENUE,DEAD END,51 AVENUE,ADDRESS,WOODSIDE,72 STREET,QUEENS,1014102,207716,40.73675870199686,-73.89228077392978,"
,  
(40.73675870199686, -73.89228077392978)"
59907809,2024-01-02T06:36:44.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11225,576 EASTERN PARKWAY,EASTERN PARKWAY,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,998311,183303,40.66978996683012,-73.9493126440319,"
,  
(40.66978996683012, -73.9493126440319)"
59902348,2024-01-02T06:36:38.000,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10461,EAST TREMONT AVENUE,EAST TREMONT AVENUE,EAST TREMONT AVENUE,HONE AVENUE,EAST TREMONT AVENUE,HONE AVENUE,INTERSECTION,NA,NA,BRONX,1025507,246350,40.84275263719592,-73.85088925000055,"
,  
(40.84275263719592, -73.85088925000055)"
59903560,2024-01-02T06:36:13.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,41 DE SALES PLACE,DE SALES PLACE,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,DE SALES PLACE,BROOKLYN,1010520,187595,40.681542723509196,-73.90528470954878,"
,  
(40.681542723509196, -73.90528470954878)"
59900961,2024-01-02T06:36:12.000,NYPD,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11221,219 MALCOM X BOULEVARD,MALCOM X BOULEVARD,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,BROOKLYN,1003787,189032,40.6855043811548,-73.92955605613061,"
,  
(40.6855043811548, -73.92955605613061)"
59908809,2024-01-02T06:36:09.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11210,1522 EAST   23 STREET,EAST   23 STREET,AVENUE O,KINGS HIGHWAY,AVENUE O,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   23 STREET,BROOKLYN,997830,162687,40.61320423089603,-73.95108805804884,"
,  
(40.61320423089603, -73.95108805804884)"
59902774,2024-01-02T06:35:44.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10469,3463 FISH AVENUE,FISH AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1025591,258853,40.87706916990031,-73.85050854122133,"
,  
(40.87706916990031, -73.85050854122133)"
59903887,2024-01-02T06:34:45.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,1024 HANCOCK STREET,HANCOCK STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,HANCOCK STREET,BROOKLYN,1007616,189784,40.68755916806326,-73.91574735164289,"
,  
(40.68755916806326, -73.91574735164289)"
59910276,2024-01-02T06:34:36.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11221,1024 HANCOCK STREET,HANCOCK STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,HANCOCK STREET,BROOKLYN,1007616,189784,40.68755916806326,-73.91574735164289,"
,  
(40.68755916806326, -73.91574735164289)"
59906067,2024-01-02T06:33:57.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10455,723 CAULDWELL AVENUE,CAULDWELL AVENUE,WESTCHESTER AVENUE,EAST  156 STREET,WESTCHESTER AVENUE,EAST  156 STREET,ADDRESS,BRONX,CAULDWELL AVENUE,BRONX,1009450,237413,40.81828356989927,-73.9089558587671,"
,  
(40.81828356989927, -73.9089558587671)"
59905101,2024-01-02T06:33:27.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11207,640 STANLEY AVENUE,STANLEY AVENUE,VERMONT STREET,VAN SICLEN AVENUE,VERMONT STREET,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,STANLEY AVENUE,BROOKLYN,1016195,179364,40.65893182677183,-73.88486278314905,"
,  
(40.65893182677183, -73.88486278314905)"
59902685,2024-01-02T06:33:03.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10467,2802 OLINVILLE AVENUE,OLINVILLE AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1020673,255065,40.8666939486137,-73.86831287842655,"
,  
(40.8666939486137, -73.86831287842655)"
59903368,2024-01-02T06:32:57.000,NYPD,Illegal Parking,Paper License Plates,Street/Sidewalk,11378,54-10 63 PLACE,63 PLACE,53 DRIVE,54 AVENUE,53 DRIVE,54 AVENUE,ADDRESS,MASPETH,63 PLACE,QUEENS,1011364,204707,40.728508558818135,-73.9021728067327,"
,  
(40.728508558818135, -73.9021728067327)"
59905835,2024-01-02T06:31:26.000,NYPD,Encampment,N/A,Subway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUEENS,1003982,213272,40.75203689491522,-73.92878189221653,"
,  
(40.75203689491522, -73.92878189221653)"
